STATION_NAME,STN_ID,LAT,LON,ENSEMBLE,RCP,MODEL,CLIMATOLOGY,Annual,DJF,MAM,JJA,SON,NDJFMA,MJJASO,January,February,March,April,May,June,July,August,September,October,November,December
HALLS-CREEK-AIRPORT,002012,-18.23,127.66,r1i1p1,rcp45,ACCESS1-0,2040-2059,3231.46,819.55,773.11,638.13,1001.10,1715.31,1522.99,293.93,229.19,276.64,270.44,226.03,192.52,195.47,250.14,298.33,360.50,342.27,311.56
KALGOORLIE-BOULDER-AIRPORT,012038,-30.78,121.45,r1i1p1,rcp45,ACCESS1-0,2040-2059,2668.26,1083.78,538.64,281.50,761.83,1825.46,839.77,398.76,308.62,275.32,166.41,110.67,77.31,88.87,115.33,182.39,265.21,314.23,378.91
LAKE-EILDON,088023,-37.23,145.91,r1i1p1,rcp45,ACCESS1-0,2040-2059,990.82,440.25,207.79,76.33,267.19,736.80,255.93,158.04,142.93,111.27,62.65,33.87,19.39,22.26,35.65,57.09,88.65,121.45,138.55
LEARMONTH-AIRPORT,005007,-22.24,114.1,r1i1p1,rcp45,ACCESS1-0,2040-2059,3166.85,1081.79,744.41,453.20,885.64,1977.65,1188.68,391.11,312.33,323.09,247.33,173.98,126.11,139.20,187.89,238.56,322.93,341.21,380.16
LONGREACH-AERO,036031,-23.44,144.28,r1i1p1,rcp45,ACCESS1-0,2040-2059,3182.29,1026.05,732.78,486.35,938.37,1939.46,1245.04,356.96,297.47,313.64,239.10,180.04,143.02,156.27,187.06,251.53,327.13,359.72,370.36
MEEKATHARRA-AIRPORT,007045,-26.61,118.54,r1i1p1,rcp45,ACCESS1-0,2040-2059,3485.83,1351.27,743.46,374.96,1014.39,2341.76,1144.94,481.65,386.47,350.32,225.81,167.33,109.20,112.62,153.14,250.65,352.01,411.74,484.90
MERREDIN,010092,-31.48,118.28,r1i1p1,rcp45,ACCESS1-0,2040-2059,2029.96,903.56,463.62,205.30,551.62,1537.72,587.14,331.77,276.81,234.21,151.45,91.47,62.28,64.96,81.53,117.93,187.96,256.17,313.61
MILDURA-AIRPORT,076031,-34.23,142.08,r1i1p1,rcp45,ACCESS1-0,2040-2059,2211.40,934.28,455.75,216.97,608.81,1561.55,653.03,334.54,268.35,229.73,143.48,82.53,60.64,61.32,95.00,134.49,219.04,255.28,326.99
MOREE-AERO,053115,-29.49,149.85,r1i1p1,rcp45,ACCESS1-0,2040-2059,2384.29,849.36,541.52,300.09,693.70,1530.64,852.37,295.89,272.80,253.61,170.64,117.27,84.33,84.52,131.24,186.42,248.59,258.68,280.29
MOUNT-GAMBIER-AERO,026021,-37.75,140.77,r1i1p1,rcp45,ACCESS1-0,2040-2059,1312.98,542.84,278.31,150.69,341.65,916.25,397.95,203.23,172.01,137.64,87.77,52.90,39.15,46.53,65.01,81.55,112.82,147.28,167.09
MOUNT-ISA-AERO,029127,-20.68,139.49,r1i1p1,rcp45,ACCESS1-0,2040-2059,3251.70,908.24,804.92,565.71,974.87,1840.91,1414.68,319.10,262.82,311.78,272.42,220.73,174.35,184.09,215.99,284.85,343.39,346.63,324.27
NURIOOTPA-VITICULTURAL,023373,-34.48,139.01,r1i1p1,rcp45,ACCESS1-0,2040-2059,1888.36,818.29,416.01,179.14,478.66,1377.47,515.50,296.39,259.96,208.40,132.73,74.89,51.22,51.39,76.53,99.79,161.69,217.19,258.21
ONGERUP,010622,-33.96,118.49,r1i1p1,rcp45,ACCESS1-0,2040-2059,1653.91,682.93,362.94,172.71,433.70,1170.14,481.28,247.90,202.25,178.63,112.31,72.00,52.08,54.22,69.90,95.73,148.25,197.13,234.41
PERTH-AIRPORT,009021,-31.93,115.98,r1i1p1,rcp45,ACCESS1-0,2040-2059,2200.25,923.25,506.61,225.85,543.53,1580.56,619.28,327.38,278.53,249.36,159.85,97.39,67.44,70.52,87.89,115.31,180.73,247.50,318.35
PORT-HEDLAND-AIRPORT,004032,-20.37,118.63,r1i1p1,rcp45,ACCESS1-0,2040-2059,3342.11,943.37,814.79,634.45,946.88,1869.22,1468.29,328.58,266.85,302.43,274.19,238.17,197.37,202.48,234.59,265.98,329.69,351.20,350.56
RABBIT-FLAT,015666,-20.18,130.01,r1i1p1,rcp45,ACCESS1-0,2040-2059,2944.46,828.24,687.69,508.68,915.91,1665.88,1271.97,310.23,223.65,276.74,232.10,178.85,147.18,153.00,208.50,262.80,321.63,331.47,298.32
REDLANDS-HRS,040265,-27.53,153.25,r1i1p1,rcp45,ACCESS1-0,2040-2059,1423.25,439.67,320.20,230.04,455.55,834.21,590.73,184.95,162.59,150.75,108.26,80.02,69.78,69.30,90.95,126.23,162.45,166.87,173.51
ROCKHAMPTON-AERO,039083,-23.38,150.48,r1i1p1,rcp45,ACCESS1-0,2040-2059,2285.69,704.70,525.10,388.75,665.28,1326.63,955.12,238.14,218.83,228.22,162.21,134.67,121.47,122.44,144.84,200.28,231.42,233.58,249.59
RUTHERGLEN-RESEARCH,082039,-36.1,146.51,r1i1p1,rcp45,ACCESS1-0,2040-2059,1601.62,714.58,350.93,131.05,407.77,1188.73,416.87,270.92,227.52,186.02,107.58,57.33,33.88,40.45,60.43,90.55,137.95,188.71,236.63
SCONE-SCS,061089,-32.06,150.93,r1i1p1,rcp45,ACCESS1-0,2040-2059,1657.05,600.82,352.70,208.21,496.42,1068.61,588.63,206.70,189.38,165.49,114.25,72.96,57.64,61.30,92.15,130.71,176.76,188.95,203.65
STRATHGORDON-VILLAGE,097053,-42.77,146.04,r1i1p1,rcp45,ACCESS1-0,2040-2059,840.18,328.07,163.54,118.26,229.48,548.86,290.38,130.67,101.30,76.50,52.22,34.82,32.78,37.92,47.56,57.51,79.78,102.42,114.25
SYDNEY-AIRPORT-AMO,066037,-33.94,151.17,r1i1p1,rcp45,ACCESS1-0,2040-2059,1869.80,629.45,397.44,289.56,554.70,1139.76,730.01,216.66,192.98,173.95,130.68,92.81,80.83,88.06,120.67,152.54,195.09,207.06,218.46
TENNANT-CREEK-AIRPORT,015135,-19.64,134.18,r1i1p1,rcp45,ACCESS1-0,2040-2059,4180.61,1129.96,1020.95,769.23,1260.83,2317.16,1866.32,404.69,334.08,388.52,350.71,281.72,230.14,242.69,296.39,370.48,444.88,445.47,390.82
THARGOMINDAH-AIRPORT,045025,-28.0,143.82,r1i1p1,rcp45,ACCESS1-0,2040-2059,3427.99,1320.25,773.94,408.43,925.04,2294.46,1133.78,494.86,362.37,341.70,262.10,170.14,116.72,117.43,183.46,247.06,308.14,369.83,463.35
TOTTINGTON,079079,-36.79,143.12,r1i1p1,rcp45,ACCESS1-0,2040-2059,1457.89,627.77,316.03,115.94,365.35,1042.20,360.72,245.30,208.94,165.01,98.69,52.32,30.19,35.35,50.40,74.30,124.71,172.89,219.25
TOWNSVILLE-AERO,032040,-19.25,146.77,r1i1p1,rcp45,ACCESS1-0,2040-2059,2602.73,722.74,611.12,510.68,759.44,1426.14,1178.46,253.00,214.84,234.71,199.46,176.95,156.59,161.58,192.52,231.25,259.58,268.62,264.38
WAGGA-WAGGA-AMO,072150,-35.16,147.46,r1i1p1,rcp45,ACCESS1-0,2040-2059,1858.55,817.80,418.06,151.95,473.30,1382.46,479.22,299.41,258.87,218.60,128.04,71.42,41.47,43.97,66.51,99.04,156.81,217.45,256.97
WEIPA-AERO,027045,-12.68,141.92,r1i1p1,rcp45,ACCESS1-0,2040-2059,2475.50,485.48,548.87,631.84,809.76,1110.61,1366.42,166.69,134.75,167.45,191.32,190.11,190.92,206.34,234.57,259.67,284.81,265.28,207.43
WILLIAMTOWN-RAAF,061078,-32.79,151.84,r1i1p1,rcp45,ACCESS1-0,2040-2059,1772.22,601.98,361.12,278.87,532.10,1073.14,701.05,206.86,191.55,156.33,118.30,86.49,81.25,86.66,110.95,147.12,188.57,196.41,211.30
WITTENOOM,005026,-22.24,118.34,r1i1p1,rcp45,ACCESS1-0,2040-2059,3142.91,1032.28,680.49,436.55,985.78,1911.29,1223.02,362.24,258.25,291.58,217.99,170.92,123.76,136.16,176.62,269.09,359.92,389.71,419.61
WOOMERA-AERODROME,016001,-31.16,136.81,r1i1p1,rcp45,ACCESS1-0,2040-2059,3354.29,1336.30,724.43,376.54,917.70,2290.53,1062.05,484.58,405.04,353.59,222.70,148.15,100.58,115.43,165.57,224.51,312.84,380.34,445.99
WURDIBOLUC-RESERVOIR,087126,-38.28,144.05,r1i1p1,rcp45,ACCESS1-0,2040-2059,1460.80,541.38,313.27,177.94,390.68,932.19,471.30,214.54,179.91,148.85,98.92,65.50,47.49,54.97,79.67,96.15,131.71,162.82,184.45
ADELAIDE-KENT-TOWN,023090,-34.92,138.62,r1i1p1,rcp45,ACCESS1-0,2060-2079,1526.49,630.49,311.21,167.63,419.10,1063.25,465.64,229.26,194.52,155.07,96.55,59.58,46.59,49.13,71.90,100.15,138.29,180.67,204.77
ALBANY-AIRPORT-COMPARISON,009741,-34.94,117.8,r1i1p1,rcp45,ACCESS1-0,2060-2079,1531.09,595.87,339.73,208.42,385.18,1020.00,509.06,220.22,183.60,157.74,113.27,76.60,61.56,68.74,78.12,99.03,125.00,161.14,203.12
ALICE-SPRINGS-AIRPORT,015590,-23.8,133.89,r1i1p1,rcp45,ACCESS1-0,2060-2079,3415.50,1222.34,762.74,446.80,977.01,2200.19,1204.00,448.07,344.87,364.01,241.44,157.29,117.53,140.92,188.35,248.16,351.75,377.10,436.01
BATHURST-AGRICULTURAL-STATION,063005,-33.43,149.56,r1i1p1,rcp45,ACCESS1-0,2060-2079,1440.08,614.27,299.75,125.35,401.81,1023.24,418.61,221.83,179.11,150.51,90.43,58.82,36.98,40.89,64.43,95.61,138.84,167.37,212.23
BIRDSVILLE-AIRPORT,038026,-25.9,139.35,r1i1p1,rcp45,ACCESS1-0,2060-2079,3245.15,1231.41,813.60,403.03,867.53,2171.86,1082.44,486.68,361.21,399.18,264.57,163.08,115.32,127.01,167.05,224.79,306.88,390.23,442.09
BOULIA-AIRPORT,038003,-22.91,139.9,r1i1p1,rcp45,ACCESS1-0,2060-2079,4045.09,1271.84,951.39,654.72,1164.53,2417.88,1626.41,469.90,380.36,414.45,321.60,236.06,196.14,209.45,273.27,343.67,391.96,428.90,466.55
BROOME-AIRPORT,003003,-17.95,122.23,r1i1p1,rcp45,ACCESS1-0,2060-2079,2804.03,714.97,678.50,614.59,795.32,1449.50,1353.37,261.29,192.61,234.49,239.59,228.13,190.92,196.63,227.04,238.17,272.48,284.67,284.41
BURKETOWN-POST-OFFICE,029004,-17.74,139.55,r1i1p1,rcp45,ACCESS1-0,2060-2079,2488.59,582.92,586.97,580.72,741.14,1217.54,1276.41,190.54,177.19,199.00,199.77,198.16,179.70,185.71,215.31,238.69,258.83,243.62,235.58
CAIRNS-AERO,031011,-16.87,145.75,r1i1p1,rcp45,ACCESS1-0,2060-2079,2307.53,580.52,542.60,503.68,681.92,1177.97,1130.54,203.27,172.39,194.07,179.87,178.37,160.64,166.29,185.06,213.98,234.52,233.42,220.92
CARNARVON-AIRPORT,006011,-24.88,113.67,r1i1p1,rcp45,ACCESS1-0,2060-2079,2748.87,931.15,658.12,405.28,754.05,1704.68,1043.57,325.62,289.20,282.51,213.59,162.02,124.44,126.67,160.50,206.11,270.17,292.40,316.60
CEDUNA-AMO,018012,-32.13,133.7,r1i1p1,rcp45,ACCESS1-0,2060-2079,2361.18,849.81,529.91,313.77,666.22,1523.51,835.06,307.62,259.59,236.11,169.89,123.92,86.18,101.46,126.14,165.62,231.75,268.85,284.06
CHARLEVILLE-AERO,044021,-26.42,146.25,r1i1p1,rcp45,ACCESS1-0,2060-2079,2851.22,1030.81,649.10,386.05,786.16,1844.21,1009.35,369.32,296.84,299.04,208.17,141.89,109.01,112.42,164.62,221.54,259.87,304.75,363.75
COBAR-MO,048027,-31.49,145.83,r1i1p1,rcp45,ACCESS1-0,2060-2079,2844.48,1139.57,606.65,318.24,782.25,1963.59,883.84,452.60,292.69,310.22,188.27,108.17,89.88,99.41,128.95,203.17,254.26,324.82,392.05
COFFS-HARBOUR-MO,059040,-30.31,153.12,r1i1p1,rcp45,ACCESS1-0,2060-2079,1706.76,575.35,358.90,269.13,505.85,1018.80,691.13,200.26,174.11,153.03,115.04,90.83,75.84,82.29,110.99,145.35,185.83,174.67,198.51
CONDOBOLIN-AG-RESEARCH-STN,050052,-33.07,147.23,r1i1p1,rcp45,ACCESS1-0,2060-2079,2004.06,900.17,427.85,199.72,558.01,1418.55,583.50,331.24,262.16,222.21,127.04,78.60,53.25,58.49,87.99,135.83,183.99,238.19,305.41
DARWIN-AIRPORT,014015,-12.42,130.89,r1i1p1,rcp45,ACCESS1-0,2060-2079,2638.40,585.01,622.26,691.47,738.70,1206.37,1431.44,193.03,170.20,188.72,209.34,234.66,224.94,225.96,240.58,248.75,256.56,233.39,222.74
EAST-SALE-AIRPORT,085072,-38.12,147.13,r1i1p1,rcp45,ACCESS1-0,2060-2079,1428.07,567.58,284.76,176.66,400.99,961.09,468.89,204.57,176.72,136.87,88.75,59.14,47.90,52.35,76.41,100.91,132.18,167.90,184.36
ESPERANCE,009789,-33.83,121.89,r1i1p1,rcp45,ACCESS1-0,2060-2079,1758.25,644.46,387.91,239.70,483.45,1145.96,609.14,236.61,191.44,178.48,121.74,87.70,68.20,78.78,92.72,119.90,161.84,201.71,219.14
GERALDTON-AIRPORT-COMPARISON,008051,-28.8,114.7,r1i1p1,rcp45,ACCESS1-0,2060-2079,2506.64,956.57,649.27,314.99,585.89,1715.20,791.54,328.62,313.60,292.84,207.77,148.66,109.40,101.90,103.68,127.66,200.23,258.00,314.27
GILES-METEOROLOGICAL-OFFICE,013017,-25.04,128.29,r1i1p1,rcp45,ACCESS1-0,2060-2079,3727.29,1287.41,829.40,489.02,1117.41,2341.99,1381.28,443.49,387.17,390.57,255.81,183.03,134.01,151.55,203.47,301.74,407.48,408.19,460.79
GUNNEDAH-RESOURCE-CENTRE,055024,-31.03,150.27,r1i1p1,rcp45,ACCESS1-0,2060-2079,2026.87,766.27,443.33,243.17,575.71,1338.13,689.41,266.16,230.42,214.66,143.85,96.86,67.31,73.73,102.13,150.21,204.02,221.48,268.07
HALLS-CREEK-AIRPORT,002012,-18.23,127.66,r1i1p1,rcp45,ACCESS1-0,2060-2079,3282.30,832.74,783.69,639.20,1027.13,1743.20,1546.08,297.06,227.98,281.30,274.34,228.06,193.59,201.63,243.98,306.46,372.36,348.31,323.41
KALGOORLIE-BOULDER-AIRPORT,012038,-30.78,121.45,r1i1p1,rcp45,ACCESS1-0,2060-2079,2696.33,1093.98,546.87,292.12,760.80,1835.41,857.87,402.26,310.07,281.61,166.35,112.99,78.27,92.86,120.98,183.53,269.23,308.04,384.21
LAKE-EILDON,088023,-37.23,145.91,r1i1p1,rcp45,ACCESS1-0,2060-2079,1011.74,457.87,206.29,76.55,271.82,756.14,257.59,164.30,145.95,110.65,60.74,34.90,20.02,22.31,35.22,59.38,86.77,125.68,146.83
LEARMONTH-AIRPORT,005007,-22.24,114.1,r1i1p1,rcp45,ACCESS1-0,2060-2079,3193.57,1089.05,745.10,457.26,900.33,1991.04,1202.02,389.05,317.01,320.12,246.14,178.84,128.31,140.08,188.87,239.38,326.54,352.01,384.82
LONGREACH-AERO,036031,-23.44,144.28,r1i1p1,rcp45,ACCESS1-0,2060-2079,3260.14,1070.30,738.38,522.44,930.31,1983.88,1278.50,379.19,308.94,313.18,244.12,181.08,151.92,157.63,212.89,256.61,318.38,355.32,380.88
MEEKATHARRA-AIRPORT,007045,-26.61,118.54,r1i1p1,rcp45,ACCESS1-0,2060-2079,3539.72,1389.56,776.03,379.91,992.46,2392.26,1148.18,497.20,404.38,369.55,237.94,168.54,107.89,113.74,158.27,257.59,342.15,392.73,489.74
MERREDIN,010092,-31.48,118.28,r1i1p1,rcp45,ACCESS1-0,2060-2079,2036.50,917.89,464.43,207.59,540.72,1545.45,585.89,335.26,281.42,239.62,147.94,90.09,61.26,68.62,81.12,117.76,185.78,247.49,320.22
MILDURA-AIRPORT,076031,-34.23,142.08,r1i1p1,rcp45,ACCESS1-0,2060-2079,2212.99,931.06,459.09,215.09,612.09,1561.60,654.51,331.71,272.48,233.40,143.74,81.96,58.66,61.71,94.71,140.87,216.59,254.63,322.54
MOREE-AERO,053115,-29.49,149.85,r1i1p1,rcp45,ACCESS1-0,2060-2079,2471.05,916.43,536.85,304.40,713.80,1606.96,862.78,314.33,283.99,252.48,168.57,115.80,83.12,90.14,131.14,193.21,249.37,271.22,317.67
MOUNT-GAMBIER-AERO,026021,-37.75,140.77,r1i1p1,rcp45,ACCESS1-0,2060-2079,1329.08,550.80,281.29,149.94,347.58,928.14,402.19,205.13,174.35,139.32,87.55,54.42,40.03,46.21,63.69,84.75,113.09,149.75,170.80
MOUNT-ISA-AERO,029127,-20.68,139.49,r1i1p1,rcp45,ACCESS1-0,2060-2079,3316.12,965.81,810.60,582.16,959.73,1899.01,1421.13,336.59,280.54,316.90,271.11,222.59,181.33,182.58,227.32,279.72,336.66,343.35,346.50
NURIOOTPA-VITICULTURAL,023373,-34.48,139.01,r1i1p1,rcp45,ACCESS1-0,2060-2079,1915.25,828.42,419.03,182.43,489.17,1391.52,528.42,300.64,261.17,211.78,130.76,76.50,51.14,53.27,78.02,107.67,161.82,219.68,262.80
ONGERUP,010622,-33.96,118.49,r1i1p1,rcp45,ACCESS1-0,2060-2079,1654.82,679.36,360.61,174.68,438.55,1167.04,485.30,247.13,201.20,178.25,113.29,69.07,50.72,58.63,68.77,98.88,150.18,197.00,232.66
PERTH-AIRPORT,009021,-31.93,115.98,r1i1p1,rcp45,ACCESS1-0,2060-2079,2204.79,917.54,507.13,227.99,551.12,1576.56,627.82,325.78,277.83,254.44,156.25,96.44,67.93,74.01,86.05,116.71,186.68,247.73,314.93
PORT-HEDLAND-AIRPORT,004032,-20.37,118.63,r1i1p1,rcp45,ACCESS1-0,2060-2079,3399.20,950.03,833.22,652.31,960.96,1892.56,1501.97,328.65,266.41,308.80,279.77,244.65,197.74,212.75,241.81,269.01,336.00,355.95,357.65
RABBIT-FLAT,015666,-20.18,130.01,r1i1p1,rcp45,ACCESS1-0,2060-2079,2980.68,850.28,694.66,516.80,914.74,1692.97,1280.84,306.08,231.52,290.75,222.71,181.20,151.04,157.37,208.38,258.67,324.18,331.90,316.88
REDLANDS-HRS,040265,-27.53,153.25,r1i1p1,rcp45,ACCESS1-0,2060-2079,1455.84,454.67,323.48,235.60,465.06,855.18,602.41,190.60,168.38,152.19,108.35,81.98,70.40,72.02,93.19,127.98,165.04,172.03,180.16
ROCKHAMPTON-AERO,039083,-23.38,150.48,r1i1p1,rcp45,ACCESS1-0,2060-2079,2354.06,739.59,532.00,394.86,685.68,1377.44,972.50,251.33,228.28,226.77,169.57,135.66,120.70,120.19,153.97,206.44,235.56,243.69,261.92
RUTHERGLEN-RESEARCH,082039,-36.1,146.51,r1i1p1,rcp45,ACCESS1-0,2060-2079,1642.56,755.09,346.85,126.89,416.66,1233.59,413.24,285.29,234.14,186.01,103.88,56.97,31.85,38.82,59.77,93.70,135.68,197.15,257.29
SCONE-SCS,061089,-32.06,150.93,r1i1p1,rcp45,ACCESS1-0,2060-2079,1769.27,664.94,356.23,219.74,529.63,1146.43,623.16,230.49,196.25,168.70,112.62,74.91,59.37,66.19,97.15,140.29,188.22,201.12,236.93
STRATHGORDON-VILLAGE,097053,-42.77,146.04,r1i1p1,rcp45,ACCESS1-0,2060-2079,828.96,322.69,164.71,115.54,225.18,542.04,285.98,124.73,101.82,78.69,50.94,35.09,31.57,38.91,45.07,56.65,78.70,99.81,114.00
SYDNEY-AIRPORT-AMO,066037,-33.94,151.17,r1i1p1,rcp45,ACCESS1-0,2060-2079,1960.28,676.32,401.59,308.01,575.84,1190.74,769.61,238.91,197.22,176.54,128.63,96.42,85.16,92.08,130.78,162.11,203.07,210.67,238.70
TENNANT-CREEK-AIRPORT,015135,-19.64,134.18,r1i1p1,rcp45,ACCESS1-0,2060-2079,4252.91,1192.24,1027.60,783.91,1249.56,2375.04,1880.72,414.76,351.33,410.34,333.49,283.76,240.24,246.29,297.37,366.13,446.93,436.51,425.76
THARGOMINDAH-AIRPORT,045025,-28.0,143.82,r1i1p1,rcp45,ACCESS1-0,2060-2079,3473.29,1352.34,797.21,420.55,902.85,2347.07,1126.46,507.57,375.74,355.50,276.21,165.51,116.91,127.08,185.86,244.79,295.62,362.44,469.37
TOTTINGTON,079079,-36.79,143.12,r1i1p1,rcp45,ACCESS1-0,2060-2079,1479.28,642.68,316.76,114.08,372.18,1059.50,363.91,250.03,212.61,166.95,97.14,52.68,29.68,35.47,48.93,79.07,124.64,175.03,226.78
TOWNSVILLE-AERO,032040,-19.25,146.77,r1i1p1,rcp45,ACCESS1-0,2060-2079,2649.49,738.62,621.28,517.91,772.94,1457.75,1193.63,257.42,224.78,237.96,208.90,174.42,157.51,163.12,197.29,237.18,264.11,271.65,266.39
WAGGA-WAGGA-AMO,072150,-35.16,147.46,r1i1p1,rcp45,ACCESS1-0,2060-2079,1918.59,878.54,407.22,149.03,486.68,1441.86,480.21,320.37,265.49,215.78,121.07,70.36,38.79,43.28,66.95,103.92,156.90,225.86,289.81
WEIPA-AERO,027045,-12.68,141.92,r1i1p1,rcp45,ACCESS1-0,2060-2079,2528.37,505.46,567.26,636.74,819.38,1147.05,1382.86,176.02,140.58,173.18,199.52,194.56,190.05,210.23,236.46,264.31,287.26,267.82,213.10
WILLIAMTOWN-RAAF,061078,-32.79,151.84,r1i1p1,rcp45,ACCESS1-0,2060-2079,1888.67,654.41,367.36,298.70,570.26,1132.69,758.18,229.18,196.72,158.25,119.01,90.10,85.57,91.60,121.53,162.19,207.18,200.89,236.29
WITTENOOM,005026,-22.24,118.34,r1i1p1,rcp45,ACCESS1-0,2060-2079,3168.68,1039.95,681.56,442.84,996.49,1918.74,1241.32,359.89,266.92,296.60,218.02,166.94,121.91,141.58,179.35,279.74,365.79,384.16,420.98
WOOMERA-AERODROME,016001,-31.16,136.81,r1i1p1,rcp45,ACCESS1-0,2060-2079,3381.17,1334.95,741.04,387.29,918.56,2305.74,1073.68,481.65,417.40,357.83,231.44,151.77,103.60,120.37,168.51,226.38,308.24,383.94,435.23
WURDIBOLUC-RESERVOIR,087126,-38.28,144.05,r1i1p1,rcp45,ACCESS1-0,2060-2079,1474.22,547.58,313.54,177.26,397.76,939.62,476.68,214.83,181.64,147.62,98.73,67.20,48.82,56.79,75.63,100.98,131.24,165.53,189.20
ADELAIDE-KENT-TOWN,023090,-34.92,138.62,r1i1p1,rcp45,ACCESS1-0,2080-2099,1533.79,638.66,306.70,166.44,420.80,1065.68,467.56,230.92,199.85,150.28,97.06,59.36,48.04,47.26,71.13,99.54,142.22,179.04,209.07
ALBANY-AIRPORT-COMPARISON,009741,-34.94,117.8,r1i1p1,rcp45,ACCESS1-0,2080-2099,1544.55,607.24,342.64,211.34,384.27,1037.70,508.31,223.24,182.12,162.66,110.52,77.60,63.22,66.22,81.90,96.39,122.98,164.90,210.05
ALICE-SPRINGS-AIRPORT,015590,-23.8,133.89,r1i1p1,rcp45,ACCESS1-0,2080-2099,3470.37,1250.43,780.54,444.11,1000.96,2246.37,1228.20,474.13,355.76,358.95,255.26,166.32,118.54,133.00,192.57,260.99,356.78,383.19,414.86
BATHURST-AGRICULTURAL-STATION,063005,-33.43,149.56,r1i1p1,rcp45,ACCESS1-0,2080-2099,1477.83,617.08,312.51,129.86,415.96,1040.49,434.26,220.00,188.68,151.93,97.45,63.12,40.06,40.94,66.38,94.20,147.09,174.68,210.82
BIRDSVILLE-AIRPORT,038026,-25.9,139.35,r1i1p1,rcp45,ACCESS1-0,2080-2099,3289.91,1263.65,783.44,397.31,908.30,2193.35,1098.77,500.26,382.74,373.70,260.33,162.43,114.84,120.00,168.48,234.41,320.65,410.30,451.29
BOULIA-AIRPORT,038003,-22.91,139.9,r1i1p1,rcp45,ACCESS1-0,2080-2099,4039.32,1307.70,932.62,644.96,1176.92,2450.27,1633.23,479.89,405.74,407.27,313.13,232.59,193.11,212.05,263.59,354.64,401.03,443.41,466.07
BROOME-AIRPORT,003003,-17.95,122.23,r1i1p1,rcp45,ACCESS1-0,2080-2099,2805.52,709.50,688.37,615.59,793.43,1446.83,1359.66,261.34,191.26,236.46,241.49,234.32,190.22,198.79,226.58,234.12,275.63,283.67,278.18
BURKETOWN-POST-OFFICE,029004,-17.74,139.55,r1i1p1,rcp45,ACCESS1-0,2080-2099,2469.03,557.88,600.62,580.43,733.58,1200.79,1272.75,183.03,168.89,207.48,203.97,199.55,180.80,190.88,208.75,236.68,256.09,240.82,224.98
CAIRNS-AERO,031011,-16.87,145.75,r1i1p1,rcp45,ACCESS1-0,2080-2099,2327.67,580.35,558.01,506.36,681.30,1192.97,1131.41,203.29,175.81,204.76,184.83,178.65,161.13,168.14,185.50,211.66,234.74,234.90,220.48
CARNARVON-AIRPORT,006011,-24.88,113.67,r1i1p1,rcp45,ACCESS1-0,2080-2099,2767.86,930.93,660.19,416.24,760.00,1708.46,1057.94,327.80,280.29,280.70,216.22,163.27,127.71,131.26,163.84,207.17,271.26,296.39,323.33
CEDUNA-AMO,018012,-32.13,133.7,r1i1p1,rcp45,ACCESS1-0,2080-2099,2394.35,871.09,535.84,319.04,664.87,1548.99,840.37,313.21,268.85,237.98,173.05,124.81,89.63,98.00,131.42,164.86,231.65,268.36,292.54
CHARLEVILLE-AERO,044021,-26.42,146.25,r1i1p1,rcp45,ACCESS1-0,2080-2099,2857.42,1033.91,642.11,377.00,800.11,1855.73,994.05,371.72,300.30,298.73,208.20,135.18,107.38,107.86,161.77,218.97,262.90,318.24,366.19
COBAR-MO,048027,-31.49,145.83,r1i1p1,rcp45,ACCESS1-0,2080-2099,2887.04,1162.51,601.45,324.60,792.43,1986.46,891.57,453.58,304.80,296.07,193.49,111.89,92.57,94.00,138.04,194.67,260.41,337.36,410.19
COFFS-HARBOUR-MO,059040,-30.31,153.12,r1i1p1,rcp45,ACCESS1-0,2080-2099,1733.84,572.86,373.95,277.71,509.30,1035.88,699.79,204.66,174.95,159.04,121.98,92.93,76.38,85.39,115.94,144.12,185.04,180.14,193.27
CONDOBOLIN-AG-RESEARCH-STN,050052,-33.07,147.23,r1i1p1,rcp45,ACCESS1-0,2080-2099,2043.57,912.18,435.42,207.10,564.79,1443.73,593.10,334.07,272.15,218.37,135.10,81.95,58.79,55.37,92.94,129.69,189.57,245.53,312.18
DARWIN-AIRPORT,014015,-12.42,130.89,r1i1p1,rcp45,ACCESS1-0,2080-2099,2648.17,582.25,633.15,697.12,739.97,1216.68,1437.33,193.89,168.19,201.18,208.76,233.65,224.69,230.78,241.64,247.15,259.41,233.41,215.85
EAST-SALE-AIRPORT,085072,-38.12,147.13,r1i1p1,rcp45,ACCESS1-0,2080-2099,1459.57,573.49,293.24,177.04,412.35,975.22,478.39,201.30,179.32,140.99,92.07,60.18,50.35,52.36,74.33,100.94,140.23,171.18,196.33
ESPERANCE,009789,-33.83,121.89,r1i1p1,rcp45,ACCESS1-0,2080-2099,1782.28,660.61,393.02,245.29,483.68,1171.70,611.99,235.90,197.46,180.32,125.59,87.10,74.54,75.44,95.31,116.96,162.64,204.07,226.94
GERALDTON-AIRPORT-COMPARISON,008051,-28.8,114.7,r1i1p1,rcp45,ACCESS1-0,2080-2099,2520.94,969.93,644.21,318.85,588.43,1728.12,792.55,341.75,306.30,287.83,209.09,147.28,110.57,102.84,105.44,127.73,198.69,262.01,321.41
GILES-METEOROLOGICAL-OFFICE,013017,-25.04,128.29,r1i1p1,rcp45,ACCESS1-0,2080-2099,3836.29,1315.33,879.31,491.91,1153.83,2415.57,1426.92,478.18,389.52,406.45,279.68,193.18,136.60,148.64,206.67,314.52,427.31,412.00,443.53
